,content,target
1219,Cant update my credit card payment method keep asking me to contact shopee support,0
1220,I can't search what I want from shopee,0
1221,Shopping within the app is VERY SLOW and it HANGS. I'm using android S10 plus up to date software.,0
1222,"there were many glitches in app, such as likes disappearing, items frequently being deleted. Most things I ordered also were spoilt or wrong item delivered (brooch). Some things were also cancelled by shopee, overall terrible user experience from the start, just stick with lazada though prices may be a bit higher.",0
1223,Why am i not being able to sign up despite following all the provided steps?,0
1224,Very laggy and full of bugs. Shopee also restricted the scope of vouchers that were previously available for use on some products.,0
1225,"Why every time i want to check my Chart, page hang? Last time don't have this problem. Without able to see my CHART, how am i suppose to make a purchase??",0
1226,"After using it for a month or two, am updating the stars for this portal. It's bad! Sellers are also always out of stock and they kept telling me to cancel my order. Looks like shoppee does not bother to vet their sellers. When I tried to contact shoppee via their ""contactus"" page, it will not submit. What a srewed up portal and customer contact page!!",0
1227,"After update and before updates, there's more bugs and glitch. All my user interface are enlarged by 50%. How am i suppose to have a proper view of the products I'm going to purchase.",0
1228,"So many random functionalities that the app lags like no body business. I just want to do my shopping yet can't even load the images and page. I'm on Samsung S10 and a 20mb/s WiFi. please improve your app, otherwise its so frustrating that I'd just visit Lazada instead",0
1229,Shopping cart seems to have problem. Click on shopping cart it doesn't show the item but hang. Please fix. Update: still having issue. Kindly fix it.,0
1230,The app keep lagging. Made shopping on this app very annoying.,0
1231,"Keeps spamming push notifications on my phone about ads, seller promotion, etc even though I've uncheck those notifications in the app settings. I wanted to leave order updates and chat notifications on, but it looks like I have to turn off the entire notification setting, due to their broken setting selection. Very spammy, as I get 2 to 3 spam notifications from the app everyday. Please fix it",0
1232,"Need help. Im trying to go my shopping cart, but it hang. Tried to uninstall and install back again, still hang.. please help..",0
1233,"Second update, still cannot play farm games.. dont understand why it cant open the games and asking to update..",0
1234,I don't get any welcome gift.,0
1235,I ordered for brown color hamster cage but i received blue color which seems like old one. I want to change the cage... how to do that,0
1236,Worst service ever..,0
1237,Very slow and lousy service,0
1238,The Bank send a SMS saying Amount deducted. BUT APPS SHOWN NO PURCHASED.,0
1239,Can you make your stupid notification sound less irritating????,0
1240,dmakapag sign in at wala daw account may balance pa ako sa shopee pay e,0
1241,What's happening? Used to be a good app but now always lagged. Can't even open my cart to check out my item. Keep on loading and loading. Fix it a.s.a.p please!!,0
1242,"After app updates, facing 10mins lagging delay for all clicks in shoppee. Please look into this",0
1243,Very laggy,0
1244,"Lousy website. Suspend my account without providing any explanation and just told me suspended one day out of sudden. I have been buying regularly and paying promptly for my orders. I rather go buy from qoo10 and Lazada, no big deal. Really soar loser company.",0
1245,"Hello, i cant download This app please fix it",0
1246,Annoying faking app keep sending notifications every few hours in a day! Uninstalled.,0
1247,"Games page still crashing, it's been so many hours, Shopee developers sleeping is it? Hopeless!",0
1248,"Having error after updating app, not able to load games page",0
1249,Shopee not good enough.,0
1250,Shopee Games are crashing!,0
1251,dahil sa demand ng alcohol sna po yung seller n nkaregister sa inyo ddinodouble check nyo.rin cla kng over pricing cla sa item! nananamantala cla sa demand ngaun sa alcohol,0
1252,"Too buggy in the latest release. I have tried uninstall and reinstall the app in my Samsung Note 8, and the problem still exist.",0
1253,"WORST customer service. This app has ZERO consumer protection and they are not responsible to bad seller. Bought something (with vouchers and promotion), waited for TWO months and did not get my item at all. Complained to the customer service, nothing is done from their part except to ask me wait. Now the transaction is cancelled, they just refund the money and nothing is being done to my WASTED time. Don't have promotions if you can't keep it up on your end. And improve your customer service.",0
1254,Customer service cannot make it...,0
1255,"Do not purchase ""$1 big prizes"". That is scam. I won the prize but never got it. Had feedback to shopee customer service. They do not help on this. Please be careful. Try to avoid purchase in shopee as their customer service is too bad.",0
1256,"Unable to login,app show not this account.what's happen?I sure I key in correct password and I'd.",0
1257,Terrible delivery ethics and dispute resolution by Shopee. Highly irresponsible delivery guy left my parcel in the water meter area without even sending me a message to inform me that the parcel was left there till I raise a request for refund because I did not receive the item though the app says item delivered. The worst thing is Shopee resolve the dispute without verifying if the item was found. Total disappointment with how Shopee handles such disputes! Total loss of confidence in Shopee!,0
1258,Way too much expensive...uninstall,0
1259,"More changes now that are disadvantageous to customers. I will certainly be keeping an eye out for new rivals who are better shopping platforms which think for customers more. The games don't work properly. I keep having issues. Like shopee catch no hat. Flip, found the mouse but didn't get any coin. The farm, no friends even though I allowed shopee app permission to contacts. So frustrating and disappointing.",0
1260,"Used to love purchasing things from shopee but recently there are a lot of issues such as topping up our shopee wallet and the $1 Big Prizes does not reflect the current prize for the day/week. Also, it is hard to find coupons / vouchers when making our purchases.",0
1261,Do not transact on shopee for there are scammers lurking with different pseudos.,0
1262,Gave a app-wide promotion and then failed to ship out the seller's item and auto-cancelled the item. What a waste of time.,0
1263,Why distap me,0
1264,Login coins are reseting to 1coin daily..,0
1265,My wife was promised a full refund by shopee agent but after multiple communications with 7 agents the fund was disburse to the seller instead.,0
1266,"Extremely poor chat agent attitude and unsatisfactory customer service hotline support. Chat agent Nurul disappeared halfway thru the chat & when i was unfortunate enough to encounter her again after starting a new chat, she used the same tactic of keeping mum. However, after i asked, she wasted no time in giving me a hotline number which i soon found could not be put thru even after hanging on for almost 10 mins Btw,, my problem started with repeated server error when trying to pay by visa",0
1267,"I cannot water my plant on shopee farm! It keeps hanging... it is very disturbing, fix this problem ASAP!!!",0
1268,Terrible. I ordered an item and after waiting for ages the order was just cancelled with no advice of cancellation.,0
1269,Popups in the app everyday. Such of these intrusive ads!!!!!,0
1270,Unable to sign up at all! OTP correct. Password correct. It kept redirecting you to Sign Up. Stupid app,0
1271,I hope there is COD in sg.,0
1272,Bad experience,0
1273,Harder to log in compared to the web version,0
1274,Very difficult to go through payment procedures using shoppie pay refund/ to transfer $$$from shoppe pay to bank account,0
1275,The Shopee farm seems to be lagging a lot the past few days,0
1276,They have hands down the WORST customer service ever. Don't shop on this platform if your don't want your blood boiling lol.,0
1277,😓,0
1278,"Hi, my screen always hang when I wanted to play the shopee game ""shopee farm"". It hang at the part where it ask me to ""click on water can to water the plant"". Please check and work on it. Thank you.",0
1279,Sellers dont respond. If u claim refund because item nor sent or received. U cannot leave feedback. Sellers no stock still sell items and no bad rating can be left in them.,0
1280,Can not install shopee apps. Installation seems like hang. I had already submit my order and paid with debit card but not sure whether it has been completely submitted or not. Next it asked for verification of handphone number with verification code. Done multiple times but verification code never exist. Keep checked in messages and email still no verification appear.,0
1281,Laggy af,0
1282,Can't log in at all.,0
1283,App Freezes and crashes all the time,0
1284,"Slow compared to other competing apps. Server is unable to verify phone otp. Unable to checkout. Will try again later, sometime this year.",0
1285,"I used to place order with another address, after order placed, automatically change to default address. Need to make another trip to collect my order.",0
1286,Most annoying notifications in any app,0
1287,"I am a victim of a unscrupulous seller. Shopee keep on saying I'm protected under the buyer insurance but Shopee is only paying lip services to buyer! Shopee has zero buyer protection and be warn that ""DO NOT BUY FROM SHOPEE""! Like what other users had reviewed on Google Map, Shopee does not allow cancellation even when the merchant had not shipped out the items. Shopee is enabling and abetting scam sellers. Am considering legal actions against Shopee as they frequently ignore consumer rights",0
1288,Cant play my plant game... lose out so much daily 😡,0
1289,Keep showing me Server Error and Paymeny Failed ! Useless app! What server error? Why payment failed? Why can't you provide a reason?,0
1290,Will not be using shoppee anymore bad service by agent. Keep changing the arrival date.. even seller too.. on the way on the way etc...,0
1291,You did not make it clear that you need to checkout the welcome gift with your first purchase. I found out too late when i already checkout my 1st purchase. Then your chat agent told me you can't make an exception and re-enable the option for me to claim my welcome gift. What kind of customer service is this?,0
1292,"Shopee released payment to seller for a defective item. Raised a dispute and the ""relevant department"" just kept asking me to send video and photo. Which I did for the 5th time today. 2 weeks and still unresolved. Shopee does not accept PayPal for payments and therefore buyers are not protected when goods are defective.",0
1293,"Very disappointed with the refund option. I had to contact the seller directly and send them a screenshot instead. Ive already send all the required facts, such as video, to the customer service personnel. But still need to do another step. Product received was already defective... still need to go through the hassle myself",0
1294,It's seen can't log in at all.,0
1295,A new user and wanted to check out by using my sister's referral code ($10 off) but the app mentioned that I have redeemed the voucher but how can it be redeemed if I have yet to make any purchase prior?,0
1296,Shipping time taking too long,0
1297,I wouldnt use shopee ever again. Ordered a boot mat for my car got sent a roll of sticky tape. It took forever to get the refund and now I want to delete my account they are telling me I have a shipment sent to me waiting for payment. If they actually look they will see I have no orders and the one shipment I was sent that was wrong has been refunded. All I want is to delete the account. My advice DO NOT USE SHOPEE!!!!!,0
1298,Very bad user experience. Items comes in all scratched and damaged. Not only that the app forces you to return an item in 3 days by yourself through postal service if not they will cancel your request. Singapore postal service closes quite early. How am i surposed to return an item in a weekday? Cant even provide an extension to a saturday to return an item. Will never buy anything from here unless it's especially cheap. Rather spend that extra dollar on their competition app like lazada.,0
1299,Buy my ring on my friend hp i can found the sell on my hp,0
1300,App is very lag. Can someone assist me?,0
1301,"Horrible! I installed the app but my payment couldn't go through; bank deducted but shopee's server didn't work. I was given varied advices like wait 24 hours, try to make payment again and uninstall. I tried all but both promo code & 15% discount were taken away before I can pay. When I complained, the customer svc officers implied that I was uncooperative! Why should I waste my time further or risk a payment scam, when they took my entitlements? I asked to speak to manager; no one called.",0
1302,"One of the seller increased the product(mask) price and choose not to ship out my item, it's so unethical. However shopee customer service cant do anything to it.",0
1303,Tried reaching out to customer service for item not received but charged. Been 3 months and issue not resolved.,0
1304,Some sellers are unreliable.I didn't get my parcel but the seller didn't response. Terrible!!,0
1305,Have spoken to a few customer service representatives but nothing was been done and been pushing me around to contact shippers when they are not responding. Stated that will action to do 2 refunds but nothing from the customer service representatives. Very bad service.,0
1306,"Need to allow users more privacy eg delete recently viewed list, reset what merchandise you see on home page. The ""algorithm"" does not necessarily appeal to everyone !",0
1307,"Terrible. The service you provide is from good to worst. If your seller can't operate properly liked send out their items on a timely manner, I suggest u should find out why , let us cancel order with no demand and tell them to close shop. I buy because I need the items but the date is pushing back n back. How is fair on my side? I wait n wait and is not delivered.",0
1308,No point having a good app when this platform supports sellers that selling poor quality items and a customer service that ignores you!,0
1309,Shopee delivery system is very slow!! One item needs to take about 1 to 2 months to deliver the item!! Some more the delivery is standard express!! And the stock is from Malaysia!! I will be switching to other platforms when I received my item!!,0
1310,Experienced delays and cancellations.,0
1311,Very bad. Lately plant a orange till tree grew and say I can redeem. I click and it direct me to buy orange gold $88.80. I felt cheated .,0
1312,if i can give 0 stars I would the page is very laggy and I thought it was my wifi connection but it isn't it keeps shutting down and I can't press on anything,0
1313,"Some seller just disappear without informing.cancelled order got rejected.no refund, no nothing. Chat with their service agent representative and they got no idea how to help me.",0
1314,"It's a scam. Shopee ""guarantees"" a refund if the goods are not received as described. However, i have paid shopee on 24th Jan, and the goods were not even shipped out yet, today on 9th Feb. It's not even on a boat to me at the moment. The seller simply refused to talk to me, and refused to ship. Meanwhile, shopee won't let me cancel the order, because the seller refused the cancel request. My money is gone and i'm not getting the goods. Seems like shopee has simply pocketed my money.",0
1315,Couldn't make any payment. Kept saying server error,0
1316,"Waste this app , not working my mobile , so many time in install",0
1317,"Do have ethical sellers please!! Those Indonesian collected my payment, after 2 weeks layer they cancelled my order !!! So Do check whether if your seller are sincere.. otherwise u should banned them!",0
1318,"Order not sent, cancel order but seller rejected than im unable to cancel ? Order suppose to ship out by 03/02/2020 but failed to do so, seller no reply....shopee no action taken (suppose to refund once order not ship?) Till now left hanging in the air ! Very disappointed",0
1319,Terrible support.,0
1320,"I wonder what the help centre is there for. Forgein talent?!! Can""t even resolved matters , no a single times.",0
1321,Update and update and still FREEZE AND HANG!!!! 🖕🖕🖕🖕,0
1322,Shoppee seller does not honour time sale after i paid and say is shoppee fault and ask me to cancel a order and top up 100sgd to buy again.,0
1323,U guys only protect the seller,0
1324,Couldn't even set up an account. The app needs massive improvements. I have given up and will just stick to Lazada and Amazon.,0
1325,Very disappointed with Shopee. They cancelled my order automatically claiming that the seller did not ship within the agreed time frame. And without informing me in advance. The seller already called to inform me they are shipping the next day. Shopee keep telling me that there is nothing they can do bcos it is due to system and advise me to order again (but the product is out of stock now).,0
1326,Very bad & no good 👎👎👎👎👎👎👎👎,0
1327,Some sellers aimed for loopholes.,0
1328,Full of spams. No way to contact them for help. Did not send me notification at all when buyers place order. I was going holiday and tried to set Vacation Mode. However they refused to let me do it. As a result I had many orders cancelled and it affected my ratings.,0
1329,Had a problem with the latest transaction and shopee side just didn't help when I said I've done everything they asked me to but still no avail. And theres still no reply from shopee or the seller. Just a disappointment. Guess u just lost some of your loyal shoppers,0
1330,Because i want to buy something and I so like,0
1331,THE SHOPEE ASSISTANCE HAS BULLY MY SON AND MADE MY SO CRY I DONT RECCOMENT U GUYS TO DOWNLOAD,0
1332,The CS is no help. Seller is doubly unhelpful. I'm not keeping this app anymore. There are other platforms out there.,0
1333,Result is NOT full amt voucher compensation and now chasing me to accept. No apology from dispute team only let support ppl apologize on their behalf. Their dispute team side seller. I buy both English chess board and pieces same time same order only get chess pieces seller only want refund chess board but take my monies for the chess pieces. How I play like that? Hope dispute team demo how to play chess without board. They draw on paper and play on it？Seller shop is runrun2.sg,0
1334,"fix the bugs on android systems PLEASE the app is so laggy, can't even go back one page without the entire app freezing up. whats the whole point in spending so much on advertising when you cant even make the app usable for Android OS users? the iOS app is almost flawless and this app pales in comparison.",0
1335,All scam problems were not resolved. Shoppee team doesn't care at all,0
1336,Lagging,0
1337,The Merchants keep bugging you when you give them 1 star rating when the products are sub-standard. Pretty bad experience. Consider carefully when buying,0
1338,Not good,0
1339,This app is not opening with samsung s10 plus,0
1340,"Very poor service, I not intended to buy any of products in future,",0
1341,"It doesnt let me delete my account, the chat service is also not helpful.",0
1342,Seriously the app very slow and annoying,0
1343,Very slow when processing orders,0
1344,"Slow and very laggy, is frustrating to use as i keep having to close n reopen the app. I had resorted to buying fm lazada cos their app is much easier to use.",0
1345,New update become so lag. Will put 5 star when this fix,0
1346,very laggy recently,0
1347,"Can't log in to shopee phone app although account was already created via web browser earlier using PC. Because of this, can't get cash back from Shopback which requires shopping using the mobile app. File size is big also",0
1348,"Extremely laggy app, very interruptive ads and promos. Overall design very clustered with all the nonsense event.",0
1349,Lazada>Shopee,0
1350,"Not exactly good experience shopping on shopee. App pages loading very slowly, vouchers claimed but not shown in my wallet. Please improve on these issues.",0
1351,Slow n choppy performance compared to iOS version.,0
1352,Buggy and slow UI.,0
1353,"First time using Shopee, shipping very slow. Will never order again",0
1354,I'm not able to sign up after install. Keep prompting me unknown error. Can sum1 help?,0
1355,very laggy and unable to make purchases,0
1356,Refund is a hassle because seller must response and agree. Obviously there are seller who won't bother to respond for refund/ return. Lazada is still the best.,0
1357,"Poor customer service in live chat. Asked 2 diff questions separately within a week, same person. Very slow in replying. Very low knowledge on app offers and promos, both problems not resolved. Gave up.",0
1358,"Horrible experience. Bought 3 items from same seller. Never received the items. Asked for refund. Shoppee so-called investigation finding: seller has proof that items are shipped. Pls check with neighbours or post box or use tracking number to check with delivery company. And without my consent, payment was released to seller. The buyer has no right on this platform. Horrible. Worst shopping app I ever used.",0
1359,Poor management of Shopee and sellers. They just cancel yr paid purchases without any reason and do not reply even when u ask.,0
1360,getting worse,0
1361,Worst delivery service.,0
1362,I was ordered a earphone by this shopee app. Almost one month already but the earphone still never come. They just kept one paper in the latter box.,0
1363,Lagging.. Lagging.. Lagging,0
1364,"How come now after I made the purchase, I cannot see which card I used to make the payment. At least the last 4 digits of the card should be shown.",0
1365,Popup hell. As I'm working Shopee spams me with cny sale etc many times a day. It's very very annoying,0
1366,"I request for a refund, but I can't find any other options to click other then release payment. UI is so frustrating. The staff chat app doesn't help any at all. And just simply put me in ignore mode. Stop replying to me. Wow thanks for a business app. No more purchases now.",0
1367,"As an overseas Singaporean in Vietnam, I cannot download Shopee Vn due to Google play location. I also can't switch shopee sg to be used in Vn. Even when I use Web-based version of shopee vn, there is no English ver. HOWEVER, with LAZADA, I can switch from sg to vn, and fully in English. I have already bought hundreds of stuff via LAZADA thanks to their agile app. This is seriously stupid of Shopee in terms of strategy market reach. You guys don't know how many expats you are losing out of sg.",0
1368,If I can I will give no stars. They dun honor what they promise and make false accusations about you for making fake referrals and dun give you the credit for referring. This is my first time writing a review cos the experience is too extremely bad. What an insult.,0
1369,"The fact that you have to release the money to write review is utter bullsh#t, this is a great way for scammers to sell cheap and defective items that defect after a week and the sellers most refuse to return, refund or take warranty is just why lazada is better cos they make sure our money is safe and secure and can return within the time period, but here we can't issue a refund or return any more, atleast give us the chance to return or refund the items after our report is approved also can",0
1370,"Shopee is a platform that does not give a damn about customer experience. It works well until you need to request a refund, then they go to extreme lengths to give you the run around. I was promised a refund to my wallet on the 18th of Dec but it's 7 Jan now with no refund to be seen. Went through 6-7 different customer agents who give no care about the customer, always ending the chat prematurely. The latest one told me I need to upload my NRIC to their new wallet to get the refund. Hello PDPA?",0
1371,Too slow. Cant load many photos.,0
1372,"It took forever to wait for CS to ""pick-up"" the Hotline - Called several times in 4 days (avg waiting time 15mins). This shopping platform leans towards sellers rather than buyers. When seeking help on purchase issues with sellers not shipping out orders, hotline support said I have the option to cancel the order. Plus they can't do anything to help as they can only assist with issues overseas sellers!! LMAO!!",0
1373,No response of emailed for undelivered item,0
1374,"This platform is full of counterfeit products with fake warranty cards which most of the counterfeit products are made from china! No action is taken by shopee even though u reported it, and most importantly the ""refund"" button is totally useless because u can't even refund although u sent the evidents to prove that seller sent u a counterfeit products which it violates the TnC. Beware if u wan to shop here because sellers will sell u counterfeit products with unreasonable price. Disappointed.",0
1375,Knpa Tak bole download shopee Malaysia??,0
1376,"Shopee should review all their merchants if they are genuine or out for a scam. Placed order for an item but when contacted seller, was informed item was not available via ninja van delivery and have to cancel and re-order. On second purchase for same item using their preferred delivery, was told and told to accept a different product due to they dont have the stock. So twice I was charged on my credit card and have to wait for shopee to refund from 7 to 14 days. Another total was charged!",0
1377,Alot of scammer. Did not received my product but the state put complete.,0
1378,ambot lang,0
1379,"I thought Shopee is only bad to buyers (from the reviews I read), but I had bad encounter with bad customer service from Kelly as a seller. She takes long time to reply and only to copy and paste policies for me to read. Please do not offend her as she will ban you without good reason. Beware!",0
1380,Cannot accept that shopee always automatically cancel my order.. Shopee's seller all just post photo only? product don't have then don't post lah!!!,0
1381,Not sure why I can't use the app and there's a message stating I was banned.,0
1382,Does not work,0
1383,Been week since having problem with shipping using mobile app. Need to use computer inorder to ship.,0
1384,"Horrible, shipped out item but cannot click ship at all because of technical issues. When are you going to solve otherwise we get penalty point because of late shipment . This is so dumb if you implement penalty point for late shipment jolly well make sure there's no technical error on your app to click on ship. This is such a simple thing to ensure of any shopping app.",0
1385,"In this day and age of security breaches, it's shocking that there is no option to make purchases with credit/debit cards without saving it. So I tried saving a few cards but they were all rejected. Paid by bank transfer.. but there was a disclaimer that said 3 days is needed for verification.. when the merchants are threatening to cancel the order within a day if no payment received.. and also.. the app is clunky and slow compared to iOS version..",0
1386,"Hi Shopee, I have set my push notification as whistle.... But why did I get the voice of SHOPEE? I DON'T LIKE! Can fix the bug by 2nd week of Jan 2020? The voice notification is very NOISY.... 😡😡😡",0
1387,I made a 1st purchase then was told by the customer service that i am not entitled to a welcome gift as the 1st purchase should be the welcome gift not my orders. Simply cheating 1st timer users unlike Q010 and Ezbuy who are sincere. Shopee sg are cheaters tell me that since i have not claimed my welcome pack as my 1st purchase i am not entitled to my welcome pack. If you are not willing to give me my welcome pack say so dont need to ask me to fill up the form to explain again.it is scam beware.,0
1388,App unable to get through the shipping process. Please kindly fix the bugs.,0
1389,Jssj,0
1390,"What happened to this app.? Is not the best anymore, even the prices of the items is set to the dollar, . Worst!",0
1391,"DISGUSTING shopping experience at Shopee SG. Received wrong items from same seller twice, raised a return/refund request as the seller insisted that I need to send the items back to Shopee office. Sought help from Shopee CS, pacified me by saying they will help me resolve this, end up the verdict is the same (go to SingPost, label etc. and go through all the hassle to send the items back to their office). Buyers beware, they will side their sellers regardless whose fault it was. Buyers beware.",0
1392,Implementation method of shopee coins is horrendous and will result in me loosing money. Help desk support just avoid the problem. Will not use shopee ever again after remaining coins expire,0
1393,"Very buggy. Cannot even login to my account. Better off just using web. After filling up and submitted problem, they give standard answer. When I shared further problem, no reply from them for a week now. Don't waste time with shopee.",0
1394,bad experience of trying to get my payment to go through. the payment keeps failing even after inputting the right details.,0
1395,"Using Shopee since 2015.. But now Shopee very lag and keep hang after update.. even i using a high specs phone.. when it's fix, then i change my rating.. Thanks",0
1396,Unusable. Install and spent the first 5min looking on empty screens.,0
1397,ridiculous that I have to download the app just to see my past purchases.,0
1398,"The app is so slow after the last update. Sometimes, I got blank search display and have to restart the app to get the result. Really bad user experience.",0
1399,"Just another app indulge in capitalism, bias to seller, dont really care about buyer, lazada definitely handle the refund/return service better than this company.",0
1400,Have to be careful for new scriber when you purchase something. Cause once you received an order you won't be able to reject or refund. This is very unacceptable to me which doesn't protect the buyer. Help center doesn't even respond after feedback.,0
1401,Rubbish app still,0
1402,"Encountered horrible sellers in this app who doesn't respond to any enquiries, have phone numbers that are not even active and without any valid business address. Looks like shopee need to improve its ecosystem of sellers otherwise it will be full of scam sellers who just waste your time and effort to chase them for updates on your orders. One thing you can improve: show how many percentage of items not shipped on time by sellers and how long is the average delay so customer know what to expect.",0
1403,"Getting she when playing game like hang, try 8 to buy but can't see the check box to select",0
1404,Very unhappy...unable to make purchase via POSB credit card...Seller is of no help.,0
1405,Is so fake and then when I buy and then it takes so long and then I find out that is all fake because of the 12.12 What a LOSER !,0
1406,"Shopee's customer service has got to be some of the most stupidest customer service you will encounter. After providing all proof they needed from the initial point of contact, they have for the 5th time asked for the same information. They will reply to you for the sake of replying and not getting your issue resolved. If your order is coming from China, better be careful. Otherwise Shopee will be of no use to resolve any issue. The customer service is just not smart enough to understand.",0
1407,Was sold an expired voucher by the company behind shopee themselves and their customer service operators are sluggish in replying. To this date still not restitution made,0
1408,"Just wanna say, totally zero satisfaction",0
1409,"Do not buy through this app, the promotions are a lie and the ""app-only coupons"" don't actually work. They will charge your card without applying the discount and customer support will refuse to honor the offer. Edit: In reply to the dev response, I have already done so prior to my review [Case Number 38371121] hence my statement about Customer Support.",0
1410,Item ordered was not delivered and seller as well as Shopee could not locate the item and unable to resolve the issue.,0
1411,All items seems to be from China even if shop says domestic (sg) Delivery takes an average of 3 weeks to over 1 month. You give a rating for the seller that's 1 star and you wont get the shoppee coins. Not happy and probably wont purchase from shopee again.,0
1412,I have encountered several dubious shady sellers since I started on Shopee about 1+ months ago. These sellers give Shopee a bad name. 1st seller sent me a message claiming the item is out of stock but I noticed it is still available but at a higher price! 2nd seller also claim another product is out of stock but the item continues to be put up for sale on Shopee. Also 'big thick bath towel' turned out to be only a small thin face towel. Many of Shopee's sellers are unreliable.,0
1413,Pathetic app the merchants which are registered from where your product is going to come they never take back the product if you got wrong size or different products once its delivered. I prefer not to download waste of Money,0
1414,Not able the download the app after several tries!,0
1415,Soooooo slow. I've been trying to install for an hour for an urgent purchase. Invest on your app and service before spending tons of money on advertising!!,0
1416,"The worse customer service I ever experienced. I warn strongly that you must think twice before you buy. It's all on your own risk. If there is a problem, don't expect any help from Shopee. They merely sit by and watch until you give up your money. You will waste much time and effort on the problem you didn't make. I did 10 chats and sent several emails for nothing but ""wait"" Responses are horribly slow. Shopee will try to not take any responsibilities. Again, use Lazada, your time is important.",0
1417,"I enjoyed using the app. However, I was banned out of nowhere and they provided no reason for my ban. Hoping I could get my account back cus I made orders before the ban.",0
1418,Worst advertisements on YouTube,0
1419,Worst advertisements on YouTube,0
1420,Worst Advertisements On YouTube,0
1421,Performance is just horrible on anything but the newest flagships. Sure there are some good deals to be had but you can get the same deals on a less frustrating app.,0
1422,"Bad experience as a seller. Listed promo products (12.12) take forever(>8hrs) to be reviewed, losing potential sales along the way.. I've written in, with no reply.",0
1423,Give me a hard time about the shipping address when I put my full address still ask me about my postal code ??????😤😤😤😤😤,0
1424,Not safe. Account got hacked and someone tried to use my credit card.,0
1425,"I can't believe they are selling 1TB-2TB Samsung flash drive at such low prices. It's either false advertising or not a genuine product, but some cheap imitation or even a scam!",0
1426,Stupid app with stupid commercials,0
1427,"In fact, I am quite reluctant to give even a star!",0
1428,Why delete my accoubt,0
1429,I guess you don't want my business since I don't want to provide my number,0
1430,Full of bugssss Can't validate phone number Hard to key in card detail,0
1431,"Keep cancel my order and claim that payments not made , if payments not make then why have invoices number. Make me shop for worry not shop in peace. By the way , people spend money to buy happiness and I spend money to buy sadness by buying things in shoppee",0
1432,cant even load? smlj,0
1433,"Fake, filled with scammers, never got my items, asked for refund. The seller just need to dispute and claimed its been received, and they send the money to seller, never got my items and has evidence that i didnt get them, asked from the delivery service and said didnt send out any!!rip off!! Untrustworthy, happened a few times now, just want to try abit not worth!! All scam, and every time i go to their live chat, they dont answer my questions for avert from it smh bias towards seller!!!",0
1434,Always buggy with the games,0
1435,Unable to connect google account,0
1436,I hate this app it suck like lazada!,0
1437,"Shoppee coins are a scam. I had coins expiring, when trying to use it as guided in the app, there are no items to buy. I write to support and there is no response after 6 days. I am uninstalling the app",0
1438,Buy and payment option prob,0
1439,Do not recommend using Shopee for purchases. Will not be using shopee for future purchase. Item received damaged with cuts. Conclusion by their so call investigation team concluded my refund/return case as inconclusive. When pictures & evidence of damages clearly shown.,0
1440,The notification is so annoying i deleted the app completely because of it,0
1441,Online purchased items and paid. Mobile was not updated,0
1442,"Buggy server and poorly maintained app . I wanted to check out and pay but keep getting server error. My credit card payment went through and got reversed several times. Contacted support but they kept asking me to provide screen shots and telling me to reinstall, try web version. None of it worked. Added a full cart of items and they asked me to do individual bank transfer and send them screen shots. No thanks, I will stick to Lazada and Qoo10.",0
1443,app is very slow and laggy and now nothing shows up from the search,0
1444,"App is pretty useless, doesnt display my purchases. Made purchase of huawei mate 20 and payment went through but can't track or get details.",0
1445,When i canceled the transactions . It will return only 7-14 days. Huh all my money gone now STUPID,0
1446,I like the product of shopper but no COD or cash on delivery,0
1447,Totally rubbish,0
1448,when you have a dispute they will refuse to give back your money... they protect the sellers.. the dispute will be cancel after sellers give stupid reason. and they have so call dispute team that will contact you and never contact you... very bad experience.. good luck those ordering.. your item might get lost and you might not get your money back... and so call customer service will just ask you to wait...,0
1449,"Not describing the app but rather the company .. disappointed to know there are many scheming sellers in SHOPEE selling COUNTERFEIT products. The fact that they allow such transactions reflect their social and corporate respinsibilities to consumers/ buyers. Under section 49 of the Trade Marks Act (TMA), it is a criminal offence to sell counterfeit goods in Singapore.  This includes reselling the products on online platforms.  I was not expecting this.",0
1450,"Participated in shopee event and lost first time user voucher!!! Referred by my friend n ver happy to get referral code of $10. Just as I wanted to use it, its gone because of stupid APP does not recognised first time purchase VS event participation that required you to pay!!!!!! Spoke to live chat team but does not understand problem, let alone help to resolve. The usual way to shut us up. Can't do much because system showed u hv made first purchase. See n reach our policy n regulations.",0
1451,SHOPEE has a very lousy and backdated APP. I referred my friend but my friend particated in their event without any first purchase. SHOPEE system has denied my friend of his entitlement of first purchase and does not give him referral voucher of 10 dollars. The live chat team consists of low level knowledge team and does not help to resolve system error in their system. Very disappointed with the he Shopee app.,0
1452,"There are lot of fake items. I bought major Marshall 2 headphones and received fake ones. Reported it.its been more than a week and no action is taken. Also I have written a review for the item. The seller simply deleted the old product listing and created a new one and hence no reviews. And to my wonder , there is a shopee preferred tag for the same item which is reported long back. Consumers beware. Please buy genuine items from a trusted website instead of falling prey of lower prices.",0
1453,Customer service cannot handle customer needs. Need a lot of improvement. There are some bugs in your carts that at times cannot even redeem the 10% cashback as stated.,0
1454,🚫 Scam.... Scam... Scam🚫 Worst shopping site ever. They take money from you but never give the products.,0
